0.000000000000000000e+00,3.000000000000000000e+00,1.506202802589941747e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.692582403567251870e+00,1.000000000000000000e+00,4.545454545454545581e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,2.464736599061778577e+01,1.000000000000000000e+00,0.000000000000000000e+00,8.442943799410251415e+00,1.000000000000000000e+00,7.894736842105262720e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.000000000000000000e+00,1.753589335992539233e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.815137652051849404e+00,0.000000000000000000e+00,3.846153846153846367e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,2.290624440304047482e+01,1.000000000000000000e+00,0.000000000000000000e+00,7.286974680894672041e+00,1.000000000000000000e+00,8.571428571428571508e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00,2.290624440304047482e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.837252191822221548e+00,0.000000000000000000e+00,2.857142857142857054e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00,1.875078701056954600e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.908315663747661262e+00,0.000000000000000000e+00,3.571428571428571230e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,3.362155410928613009e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.201562330494682307e+00,0.000000000000000000e+00,5.555555555555555247e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00,9.436661033674195176e-01,3.000000000000000000e+00,1.000000000000000000e+00,4.590751572455212148e+00,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.000000000000000000e+00,1.814504213297529134e+01,0.000000000000000000e+00,2.000000000000000000e+00,3.336660006653359822e+00,2.000000000000000000e+00,3.703703703703703498e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000000e+00,9.887755263425987096e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.483684892478779105e+00,1.000000000000000000e+00,1.428571428571428492e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.000000000000000000e+00,2.643139436900308947e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.086563348340510160e+00,2.000000000000000000e+00,2.500000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,3.579747948034216876e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.152669211195300747e+00,0.000000000000000000e+00,5.172413793103448204e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00,1.380002954498118584e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.837252191822221548e+00,0.000000000000000000e+00,5.000000000000000278e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00,2.522305015798579575e+01,1.000000000000000000e+00,5.000000000000000000e+00,5.592405564692174202e+00,6.000000000000000000e+00,2.564102564102564014e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
